ID,Name,Concepticon_ID,Concepticon_Gloss,SrcId,Number
569_coverconcealv,"cover, conceal (v)",602,HIDE (CONCEAL),1038,569
570_putitawayv,put it away (v),,,1040,570
571_thinkagreatdealofv,think a great deal of (v),,,1041,571
572_seekitv,seek it (v),1468,LOOK FOR,1043,572
573_finditv,find it (v),719,FIND,1045,573
574_showitv,show it (v),1039,SHOW,1047,574
575_putitv,put it (v),998,PUT,1049,575
576_wrapitv,wrap it (v),1113,WRAP,1051,576
577_spreaditoutv,spread it out (v),38,SPREAD OUT,1053,577
578_spreaditoutv,spread it out (v),38,SPREAD OUT,1054,578
579_hangitonv,hang it on (v),,,1056,579
580_leashv,leash (v),2959,LEASH,1058,580
581_putitinv,put it in (v),,,1060,581
582_putitinpourv,"put it in, pour (v)",1487,POUR,1061,582
583_putitoutv,put it out (v),,,1063,583
584_collectv,collect (v),7,GATHER,1065,584
585_savestoreupv,"save, store up (v)",3655,STORE UP,1066,585
586_makev,make (v),734,MAKE,1068,586
587_destroyitv,destroy it (v),681,DESTROY,1070,587
588_repairitv,repair it (v),2243,REPAIR,1072,588
589_splitvi,split (vi),3020,BREAK (BREAKING),1074,589
590_splitvi,split (vi),3020,BREAK (BREAKING),1075,590
591_tearvt,tear (vt),1735,TEAR (SHRED),1076,591
592_benditv,bend it (v),2224,BEND (SOMETHING),1078,592
593_foldv,fold (v),1470,FOLD,1080,593
594_foldv,fold (v),1470,FOLD,1081,594
595_washitv,wash it (v),1453,WASH,1083,595
596_rollitv,roll it (v),827,ROLL,1085,596
597_winditv,wind it (v),1113,WRAP,1086,597
598_tieitv,tie it (v),1917,TIE,1088,598
599_untieitv,untie it (v),352,UNTIE,1091,599
600_untieitv,untie it (v),352,UNTIE,1092,600
601_comeloosevi,come loose (vi),,,1093,601
602_comeloosevi,come loose (vi),,,1094,602
603_coveritupv,cover it (up) (v),761,COVER,1096,603
604_swellv,swell (v),1573,SWELL,1098,604
605_swellv,swell (v),1573,SWELL,1099,605
606_makeitbulgev,make it bulge (v),,,1101,606
607_jointhemvt,join them (vt),,,1103,607
608_jointhemvt,join them (vt),,,1104,608
609_connectvt,connect (vt),2862,CONNECT,1105,609
610_leashdragv,"leash, drag (v)",2959,LEASH,1106,610
611_bethrownintov,be thrown into (v),,,1107,611
612_separatevt,separate (vt),1359,SEPARATE,1109,612
613_pullitoutv,pull it out (v),2325,PULL OUT,1111,613
614_pullitoutv,pull it out (v),2325,PULL OUT,1112,614
615_stubv,stub (v),,,1114,615
616_cutvt,cut (vt),1432,CUT,1116,616
617_cutoffseverv,"cut off, sever (v)",,,1117,617
618_snapvi,snap (vi),459,SNAP (OF STICK),1118,618
619_chopupvt,chop up (vt),2149,CHOP (INTO PIECES),1119,619
620_shearv,shear (v),1532,SHEAR,1120,620
621_cutoutclothv,cut out cloth (v),,,1121,621
622_cuthairvt,cut (hair) (vt),,,1122,622
623_mixitv,mix it (v),2017,MIX,1124,623
624_carveitv,carve it (v),228,CARVE,1126,624
625_digaholevt,dig (a hole) (vt),1418,DIG,1128,625
626_digvt,dig (vt),1418,DIG,1129,626
627_digvt,dig (vt),1418,DIG,1130,627
628_doitv,do it (v),813,DO,1133,628
629_doitv,do it (v),813,DO,1134,629
630_doitv,do it (v),813,DO,1135,630
631_beginitvt,begin it (vt),1806,BEGIN,1137,631
632_beginvi,begin (vi),3449,START,1138,632
633_endvi,end (vi),1928,CEASE,1140,633
634_exhaustvi,exhaust (vi),,,1142,634
635_continuev,continue (v),3699,CONTINUE,1145,635
636_stopitv,stop it (v),3351,STOP DOING,1147,636
637_giveupv,give up (v),1097,ABANDON,1148,637
638_declinev,decline (v),,,1149,638
639_stopahabitvt,stop (a habit) (vt),,,1150,639
640_movev,move (v),765,MOVE,1152,640
641_slidev,slide (v),,,1154,641
642_falldownv,fall down (v),2894,TUMBLE (FALL DOWN),1156,642
643_fallupsidedownv,fall upside down (v),,,1157,643
644_assemblevi,assemble (vi),,,1159,644
645_meetassemblev,"meet, assemble (v)",,,1160,645
646_bouncev,bounce (v),,,1162,646
647_jumpv,jump (v),1829,JUMP,1164,647
648_risevrisev,rise (v)/rise (上去) (v),705,GO UP (ASCEND),1166,648
649_risev,rise (v),,,1167,649
650_godownstepdownv,"go down, step down (v)",2014,GO DOWN (DESCEND),1169,650
651_falldownv,fall down (v),2894,TUMBLE (FALL DOWN),1170,651
652_fallv,fall (v),1280,FALL,1172,652
653_getwetv,get wet (v),2324,GET WET,1174,653
654_humid,humid,143,HUMID,1175,654
655_dryvt,dry (vt),1786,DRY UP,1177,655
656_comparev,compare (v),3429,COMPARE,1179,656
657_chooseitv,choose it (v),1750,CHOOSE,1181,657
658_getusedvi,get used (vi),,,1183,658
659_closetointimatewithbev,"close to, intimate with (be v)",,,1184,659
660_hurryrushv,"hurry, rush (v)",754,HURRY,1186,660
661_changevi,change (vi),1264,CHANGE,1188,661
662_changevt,change (vt),2856,CHANGE (SOMETHING),1189,662
663_skilful,skilful,,,1191,663
664_thinkv,think (v),2271,THINK,1194,664
665_thinkv,think (v),2271,THINK,1195,665
666_thinkv,think (v),2271,THINK,1196,666
667_decidev,decide (v),685,DECIDE,1197,667
668_agreev,agree (v),3643,AGREE,1198,668
669_knowv,know (v),1410,KNOW (SOMETHING),1200,669
670_understandv,understand (v),1536,UNDERSTAND,1202,670
671_learnitbyheartmemorizeitv,"learn it (by heart), memorize it (v)",71,BY HEART,1204,671
672_learnitbyheartmemorizeitv,"learn it (by heart), memorize it (v)",71,BY HEART,1205,672
673_forgetv,forget (v),1523,FORGET,1207,673
674_recallitv,recall it (v),707,REMEMBER,1209,674
675_teachv,teach (v),709,TEACH,1211,675
676_learnitv,learn it (v),504,LEARN,1213,676
677_afraid,afraid,,,1215,677
678_getsurprisedv,get surprised (v),,,1217,678
679_likeitv,like it (v),1117,LIKE,1219,679
680_tenderatbev,tender at (be v),,,1220,680
681_dislikeitv,dislike it (v),,,1222,681
682_hatev,hate (v),1607,HATE,1223,682
683_envyv,envy (v),40,ENVY,1225,683
684_jealous,jealous,2821,JEALOUS,1226,684
685_avaricious,avaricious,1774,STINGY,1227,685
686_stingystingy,stingy/stingy (小气，舍不得),,,1228,686
687_glad,glad,,,1230,687
688_comfortablehappy,"comfortable, happy",1495,HAPPY,1231,688
689_sad,sad,699,SAD,1233,689
690_hesitatev,hesitate (v),3629,HESITATE,1235,690
691_doubtitv,doubt it (v),3536,DOUBT (SOMETHING),1236,691
692_strangerareodd,"strange, rare, odd",600,STRANGE,1237,692
693_strange,strange,600,STRANGE,1238,693
694_believeitv,believe it (v),1890,BELIEVE,1240,694
695_getangryv,get angry (v),2215,BECOME ANGRY,1242,695
696_getangryv,get angry (v),2215,BECOME ANGRY,1243,696
697_forgivev,forgive (v),1528,FORGIVE,1245,697
698_sorry,Sorry.,,,1246,698
699_cautiousbev,cautious (be v),,,1247,699
700_feelbashfulv,feel bashful (v),,,1249,700
701_worryv,worry (v),150,WORRY,1251,701
702_worryaboutv,worry about (v),150,WORRY,1252,702
703_busybev,busy (be v),2755,BUSY,1253,703
704_bepatientbearv,"be patient, bear (v)",833,ENDURE,1255,704
705_dullslowbev,"dull, slow (be v)",,,1257,705
706_foolish,foolish,,,1258,706
707_clever,clever,1310,CLEVER,1260,707
708_clever,clever,1310,CLEVER,1261,708
709_clever,clever,1310,CLEVER,1262,709
710_mind,mind,1562,MIND,1264,710
711_mind,mind,1562,MIND,1265,711
712_mind,mind,1562,MIND,1266,712
713_mad,mad,1899,MAD,1268,713
714_sky,sky,1732,SKY,1271,714
715_weather,weather,952,WEATHER,1273,715
716_cloud,cloud,1489,CLOUD,1275,716
717_fog,fog,249,FOG,1277,717
718_rain,rain,658,RAIN (PRECIPITATION),1279,718
719_rainv,rain (v),1253,RAIN (RAINING),1280,719
720_thunder,thunder,1150,THUNDER,1282,720
721_lightning,lightning,1654,LIGHTNING,1284,721
722_rainbow,rainbow,1733,RAINBOW,1286,722
723_snow,snow,784,SNOW,1288,723
724_ice,ice,617,ICE,1290,724
725_freezev,freeze (v),1431,FREEZE,1292,725
726_meltv,melt (v),2334,MELT,1294,726
727_sun,sun,1343,SUN,1296,727
728_moon,moon,1313,MOON,1298,728
729_mensesmensesthewaisthurts,menses/menses ('the waist hurts'),766,MENSTRUATION,1299,729
730_star,star,1430,STAR,1301,730
731_light,light,630,LIGHT (RADIATION),1303,731
732_shadow,shadow,1388,SHADE,1305,732
733_brightlight,"bright, light",679,BRIGHT,1307,733
734_brightclear,"bright, clear",679,BRIGHT,1308,734
735_dark,dark,706,DARK,1310,735
736_wind,wind,960,WIND,1312,736
737_wind,wind,960,WIND,1313,737
738_blowvi,blow (vi),175,BLOW (OF WIND),1315,738
739_blowvt,blow (vt),176,BLOW (WITH MOUTH),1316,739
740_quiet,quiet,1314,QUIET,1318,740
741_hot,hot,1286,HOT,1320,741
742_cold,cold,1287,COLD,1322,742
743_cool,cool,,,1324,743
744_warmofweather,warm (of weather),2110,WARM (OF WEATHER),1326,744
745_mountain,mountain,639,MOUNTAIN,1328,745
746_valley,valley,921,VALLEY,1330,746
747_forest,forest,420,FOREST,1332,747
748_plain,plain,652,PLAIN,1334,748
749_marsh,marsh,3688,MARSH,1336,749
750_lake,lake,624,LAKE,1338,750
751_pond,pond,2035,POND,1339,751
752_spring,spring,849,SPRING (OF WATER),1341,752
753_river,river,666,RIVER,1343,753
754_stream,stream,947,STREAM,1344,754
755_water,water,948,WATER,1346,755
756_bubble,bubble,3689,BUBBLE,1348,756
757_sinkv,sink (v),1088,SINK (DESCEND),1350,757
758_floatv,float (v),1574,FLOAT,1352,758
759_flowv,flow (v),2003,FLOW,1354,759
760_waterfall,waterfall,943,WATERFALL,1356,760
761_shore,shore,113,SHORE,1358,761
762_bank,bank,3463,RIVERBANK,1359,762
763_cliff,cliff,992,CLIFF,1361,763
764_rockymountain,rocky mountain,,,1362,764
765_wave,wave,978,WAVE,1364,765
766_island,island,622,ISLAND,1366,766
767_stone,stone,857,STONE,1368,767
768_rock,rock,668,ROCK,1370,768
769_sand,sand,671,SAND,1372,769
770_earth,earth,1228,EARTH (SOIL),1374,770
771_redclay,red clay,,,1375,771
772_mud,mud,640,MUD,1377,772
773_clay,clay,1399,CLAY,1379,773
774_iron,iron,621,IRON,1381,774
775_stain,stain,3064,RUST,1382,775
776_gold,gold,1369,GOLD,1384,776
777_silver,silver,759,SILVER,1386,777
778_copper,copper,1825,COPPER,1388,778
779_lead,lead,627,LEAD (CHEMICAL ELEMENT),1390,779
780_brass,brass,3743,BRASS,1391,780
781_juniper,juniper,,,1394,781
782_pine,pine,1740,PINE,1395,782
783_tree,tree,906,TREE,1396,783
784_grass,grass,606,GRASS,1398,784
785_trunk,trunk,344,TREE TRUNK,1400,785
786_bark,bark,1204,BARK,1402,786
787_stem,stem,2628,PLANT STEM,1404,787
788_branch,branch,1531,BRANCH,1406,788
789_leaf,leaf,628,LEAF,1408,789
790_leaf,leaf,628,LEAF,1409,790
791_vine,vine,343,VINE,1411,791
792_thorn,thorn,124,THORN,1413,792
793_flower,flower,239,FLOWER,1415,793
794_root,root,670,ROOT,1417,794
795_comeoutv,come out (v),,,1419,795
796_bearfruitvbearfruitv,bear fruit (v)/bear fruit (果物) (v),3054,BEAR FRUIT,1421,796
797_witherv,wither (v),,,1423,797
798_bamboo,bamboo,1927,BAMBOO,1425,798
799_cane,cane,,,1426,799
800_mushroom,mushroom,641,MUSHROOM,1428,800
801_animal,animal,619,ANIMAL,1431,801
802_quadruped,quadruped,,,1433,802
803_beast,beast,958,WILD ANIMAL,1434,803
804_packanimal,pack animal,,,1435,804
805_livestock,livestock,631,LIVESTOCK,1436,805
806_bird,bird,937,BIRD,1438,806
807_fish,fish,227,FISH,1440,807
808_worm,worm,1219,WORM,1442,808
809_dog,dog,2009,DOG,1444,809
810_cat,cat,1208,CAT,1446,810
811_lynx,lynx,3314,LYNX,1447,811
812_wildcat,wildcat,2241,WILD CAT,1448,812
813_horse,horse,615,HORSE,1450,813
814_donkey,donkey,1862,DONKEY,1451,814
815_saddle,saddle,3065,SADDLE,1452,815
816_mule,mule,890,MULE,1453,816
817_cattle,cattle,1153,CATTLE,1455,817
818_cattle,cattle,1153,CATTLE,1456,818
819_yak,yak,2477,YAK,1457,819
820_femaleyak,female yak,2479,FEMALE YAK,1458,820
821_wildyak,wild yak,,,1459,821
822_dzooxxfemaleyak,dzo (ox x female yak),,,1460,822
823_sheep,sheep,1331,SHEEP,1462,823
824_bharalbluesheep,"bharal, blue sheep",,,1463,824
825_argalisheep,argali sheep,,,1464,825
826_goat,goat,1502,GOAT,1466,826
827_pig,pig,1337,PIG,1468,827
828_hencock,"hen, cock",1318,CHICKEN,1470,828
829_tiger,tiger,846,TIGER,1472,829
830_bear,bear,1820,BEAR,1474,830
831_wolf,wolf,522,WOLF,1476,831
832_fox,fox,1312,FOX,1478,832
833_deer,deer,1936,DEER,1480,833
834_ape,ape,,,1482,834
835_monkey,monkey,1350,MONKEY,1483,835
836_rabbit,rabbit,1136,RABBIT,1485,836
837_mouse,mouse,1491,MOUSE,1487,837
838_elephant,elephant,1290,ELEPHANT,1489,838
839_camel,camel,1871,CAMEL,1491,839
840_bat,bat,1793,BAT,1493,840
841_eagle,eagle,1905,EAGLE,1495,841
842_crane,crane,1830,CRANE,1497,842
843_swallow,swallow,3077,SWALLOW (BIRD),1499,843
844_littlecuckoo,little cuckoo,2934,CUCKOO,1500,844
845_pigeon,pigeon,1853,DOVE,1502,845
846_pigeon,pigeon,1853,DOVE,1503,846
847_crow,crow,913,CROW,1505,847
848_crow,crow,913,CROW,1506,848
849_owl,owl,735,OWL,1507,849
850_sparrow,sparrow,1854,SPARROW,1509,850
851_butterfly,butterfly,1791,BUTTERFLY,1511,851
852_ant,ant,587,ANT,1513,852
853_spider,spider,843,SPIDER,1515,853
854_honeybee,honey-bee,665,BEE,1517,854
855_mosquito,mosquito,1509,MOSQUITO,1519,855
856_fly,fly,,,1521,856
857_flea,flea,232,FLEA,1523,857
858_louse,louse,1392,LOUSE,1525,858
859_snake,snake,730,SNAKE,1527,859
860_lizard,lizard,632,LIZARD,1529,860
861_frog,frog,503,FROG,1530,861
862_horn,horn,1393,HORN (ANATOMY),1532,862
863_hair,hair,,,1534,863
864_mane,mane,1918,MANE,1535,864
865_skinfur,"skin, fur",580,FUR,1537,865
866_claw,claw,72,CLAW,1539,866
867_hoof,hoof,152,HOOF,1540,867
868_tail,tail,1220,TAIL,1542,868
869_taillong,tail (long),,,1543,869
870_beak,beak,73,BEAK,1545,870
871_wing,wing,1257,WING,1547,871
872_feather,feather,1201,FEATHER,1549,872
873_scalesoffish,scales of fish,266,SCALE,1551,873
874_scalesofsnake,scales of snake,,,1552,874
875_nest,nest,539,NEST,1554,875
876_flyv,fly (v),1441,FLY (MOVE THROUGH AIR),1556,876
877_swimv,swim (v),1439,SWIM,1558,877
878_cryv,cry (v),,,1560,878
879_layaneggv,lay an egg (v),2464,LAY EGGS,1562,879
880_raisev,raise (v),2134,RAISE (BRING UP),1564,880
881_shape,shape,,,1567,881
882_round,round,1395,ROUND,1569,882
883_round,round,1395,ROUND,1570,883
884_sharp,sharp,1396,SHARP,1572,884
885_blunt,blunt,379,BLUNT,1574,885
886_levelandsmooth,level and smooth,1234,SMOOTH,1576,886
887_flat,flat,1633,FLAT,1577,887
888_flat,flat,1633,FLAT,1578,888
889_hole,hole,1667,HOLE,1580,889
890_hollow,hollow,,,1582,890
891_straight,straight,1404,STRAIGHT,1584,891
892_straightadv,straight (adv),1404,STRAIGHT,1585,892
893_line,line,1048,LINE,1587,893
894_marks,marks,,,1589,894
895_marks,marks,,,1590,895
896_corner,corner,192,CORNER,1592,896
897_thing,thing,738,THING,1594,897
898_big,big,1202,BIG,1596,898
899_tall,tall,711,TALL,1598,899
900_little,little,1246,SMALL,1600,900
901_finemeshes,fine (meshes),,,1602,901
902_largemeshes,large (meshes),,,1604,902
903_long,long,1203,LONG,1606,903
904_short,short,1645,SHORT,1608,904
905_thickandround,thick (and round),,,1610,905
906_thin,thin,2308,THIN,1612,906
907_lean,lean,2219,LEAN (MEAT),1613,907
908_thickandflat,thick (and flat),,,1615,908
909_thinandflat,thin (and flat),,,1617,909
910_weaklightlyseasoned,"weak, lightly seasoned",,,1618,910
911_colorofdying,color (of dying),,,1620,911
912_colornatural,color (natural),,,1621,912
913_red,red,156,RED,1624,913
914_blue,blue,837,BLUE,1626,914
915_yellow,yellow,1424,YELLOW,1628,915
916_green,green,1425,GREEN,1630,916
917_white,white,1335,WHITE,1632,917
918_gray,gray,153,GREY,1633,918
919_black,black,163,BLACK,1635,919
920_paintv,paint (v),3122,PAINT (SOMETHING),1637,920
921_dyeitv,dye it (v),157,DYE,1639,921
922_soundnoise,"sound, noise",1811,SOUND OR NOISE,1641,922
923_asmell,a smell,3704,ODOR (SMELL),1643,923
924_wildrude,"wild, rude",1412,RUDE,1646,924
925_badtemperedbadquality,bad-tempered/bad (quality),1292,BAD,1647,925
926_gentle,gentle,1954,GENTLE,1649,926
927_kind,kind,3299,KIND,1651,927
928_courageous,courageous,3,BRAVE,1653,928
929_courageous,courageous,3,BRAVE,1654,929
930_stingystingy,stingy/stingy (小气，小心眼),1774,STINGY,1656,930
931_honest,honest,1120,HONEST,1658,931
932_cunning,cunning,2335,CUNNING,1660,932
933_idleaboutbev,idle about (be v),2756,IDLE,1662,933
934_lazy,lazy,1564,LAZY,1663,934
935_strong,strong,785,STRONG,1665,935
936_strongpolitically,strong (politically),,,1666,936
937_strongquality,strong (quality),,,1667,937
938_weak,weak,1601,WEAK,1669,938
939_weakpolitically,weak (politically),,,1670,939
940_ofbadquality,of bad quality,,,1671,940
941_correct,correct,1725,CORRECT (RIGHT),1673,941
942_goodingeneralsense,good [in general sense],1035,GOOD,1675,942
943_appropriate,appropriate,,,1676,943
944_ofagoodquality,of a good quality,,,1677,944
945_famous,famous,,,1678,945
946_badingeneralsensebadpersonbad,bad [in general sense]/bad (person)/bad,,,1680,946
947_malicious,malicious,,,1681,947
948_easy,easy,686,EASY,1683,948
949_difficult,difficult,584,DIFFICULT,1685,949
950_dangerous,dangerous,3466,DANGEROUS,1687,950
951_tight,tight,3053,TIGHT,1689,951
952_loose,loose,2506,LOOSE,1691,952
953_softgentlesmooth,"soft, gentle, smooth",1856,SOFT,1693,953
954_smooth,smooth,1234,SMOOTH,1694,954
955_coarse,coarse,2151,COARSE,1696,955
956_old,old,1229,OLD,1698,956
957_new,new,1231,NEW,1700,957
958_prettycute,"pretty, cute",2410,GOOD-LOOKING,1702,958
959_beautiful,beautiful,1427,BEAUTIFUL,1703,959
960_poorpitiful,"poor, pitiful",1674,POOR,1704,960
961_ugly,ugly,1548,UGLY,1706,961
962_clean,clean,704,CLEAN,1708,962
963_dirty,dirty,1230,DIRTY,1710,963
964_hard,hard,1884,HARD,1712,964
965_soft,soft,1856,SOFT,1714,965
966_place,place,723,PLACE (POSITION),1717,966
967_front,front,2194,FRONT (PART),1719,967
968_back,back,2323,BACK (PART),1721,968
969_side,side,682,SIDE,1723,969
970_between,between,689,BETWEEN,1725,970
971_middle,middle,1093,MIDDLE,1727,971
972_on,on,,,1729,972
973_up,up,1591,UP,1730,973
974_upward,upward,,,1731,974
975_under,under,,,1733,975
976_down,down,,,1734,976
977_down,down,,,1735,977
978_down,down,,,1736,978
979_down,down,,,1737,979
980_downward,downward,1326,DOWN,1738,980
981_inside,inside,1606,INSIDE,1740,981
982_outside,outside,762,OUTSIDE,1742,982
983_right,right,1019,RIGHT,1744,983
984_left,left,244,LEFT,1746,984
985_tip,tip,2992,TIP (OF OBJECT),1748,985
986_edgetip,"edge, tip",863,EDGE,1749,986
987_edgehem,"edge, hem",,,1750,987
988_surroundings,surroundings,,,1752,988
989_updown,UP/DOWN,,,1754,989
990_near,near,1942,NEAR,1757,990
991_near,near,1942,NEAR,1758,991
992_far,far,1406,FAR,1760,992
993_far,far,1406,FAR,1761,993
994_high,high,1265,HIGH,1763,994
995_high,high,1265,HIGH,1764,995
996_low,low,721,LOW,1766,996
997_deep,deep,1593,DEEP,1768,997
998_shallow,shallow,193,SHALLOW,1770,998
999_wide,wide,1243,WIDE,1772,999
1000_narrow,narrow,1267,NARROW,1774,1000
1001_together,together,2482,TOGETHER,1776,1001
1002_eachother,each other,,,1777,1002
1003_full,full,1429,FULL,1779,1003
1004_empty,empty,1624,EMPTY,1781,1004
1005_direction,direction,,,1783,1005
1006_east,east,1877,EAST,1785,1006
1007_west,west,1817,WEST,1787,1007
1008_south,south,1595,SOUTH,1789,1008
1009_north,north,1598,NORTH,1791,1009
1010_dawn,dawn,729,DAWN,1794,1010
1011_dawn,dawn,729,DAWN,1795,1011
1012_morning,morning,1339,MORNING,1797,1012
1013_noon,noon,12,MIDDAY,1799,1013
1014_daytime,daytime,1225,DAY (NOT NIGHT),1801,1014
1015_evening,evening,1629,EVENING,1803,1015
1016_night,night,1233,NIGHT,1805,1016
1017_nightnight03am,night/night (0-3AM),,,1806,1017
1018_early,early,672,EARLY,1808,1018
1019_late,late,477,LATE,1810,1019
1020_now,now,1376,NOW,1812,1020
1021_atonce,at once,,,1814,1021
1022_previously,previously,,,1816,1022
1023_after,after,1685,AFTER,1818,1023
1024_next,next,1354,NEXT,1820,1024
1025_always,always,1676,ALWAYS,1822,1025
1026_always,always,1676,ALWAYS,1823,1026
1027_often,often,1852,OFTEN,1825,1027
1028_sometimes,sometimes,1544,SOMETIMES,1827,1028
1029_today,today,1283,TODAY,1829,1029
1030_yesterday,yesterday,1174,YESTERDAY,1831,1030
1031_tomorrow,tomorrow,1329,TOMORROW,1833,1031
1032_thedayaftertomorrow,the day after tomorrow,1179,DAY AFTER TOMORROW,1834,1032
1033_everyday,everyday,,,1836,1033
1034_day,day,1260,DAY (24 HOURS),1838,1034
1035_date,date,,,1839,1035
1036_date,date,,,1840,1036
1037_week,week,1469,WEEK,1842,1037
1038_month,month,1370,MONTH,1844,1038
1039_year,year,1226,YEAR,1846,1039
1040_calendar,calendar,1967,CALENDAR,1847,1040
1041_age,age,1789,AGE,1849,1041
1042_spring,spring,1537,SPRINGTIME,1851,1042
1043_summer,summer,1342,SUMMER,1853,1043
1044_autumn,autumn,1276,AUTUMN,1855,1044
1045_winter,winter,1471,WINTER,1857,1045
1046_around,around,,,1859,1046
1047_timetodo,time to do,,,1860,1047
1048_ididnthavetimetoeatdinneryesterdayevening,I didn't have time to eat dinner yesterday evening.,,,1861,1048
1049_period,period,508,PERIOD,1862,1049
1050_count,count,1420,COUNT,1864,1050
1051_number,number,1356,NUMBER,1865,1051
1052_numberfigure,"number, figure",1356,NUMBER,1866,1052
1053_numberfigure,"number, figure",1356,NUMBER,1867,1053
1054_one,one,1493,ONE,1869,1054
1055_two,two,1498,TWO,1871,1055
1056_three,three,492,THREE,1873,1056
1057_four,four,1500,FOUR,1875,1057
1058_five,five,493,FIVE,1877,1058
1059_six,six,1703,SIX,1879,1059
1060_seven,seven,1704,SEVEN,1881,1060
1061_eight,eight,1705,EIGHT,1883,1061
1062_nine,nine,1483,NINE,1885,1062
1063_ten,ten,1515,TEN,1887,1063
1064_eleven,eleven,1706,ELEVEN,1889,1064
1065_twelve,twelve,1707,TWELVE,1891,1065
1066_thirteen,thirteen,1708,THIRTEEN,1893,1066
1067_fourteen,fourteen,2451,FOURTEEN,1895,1067
1068_fifteen,fifteen,1709,FIFTEEN,1897,1068
1069_sixteen,sixteen,2454,SIXTEEN,1899,1069
1070_seventeen,seventeen,2453,SEVENTEEN,1901,1070
1071_eighteen,eighteen,1713,EIGHTEEN,1903,1071
1072_nineteen,nineteen,1714,NINETEEN,1905,1072
1073_twenty,twenty,1710,TWENTY,1907,1073
1074_twentyone,twenty one,1734,TWENTY ONE,1909,1074
1075_twentytwo,twenty two,3166,TWENTY TWO,1911,1075
1076_twentythree,twenty three,3165,TWENTY THREE,1913,1076
1077_thirty,thirty,1715,THIRTY,1921,1077
1078_forty,forty,1716,FORTY,1923,1078
1079_fifty,fifty,1717,FIFTY,1925,1079
1080_sixty,sixty,1718,SIXTY,1927,1080
1081_seventy,seventy,1721,SEVENTY,1929,1081
1082_eighty,eighty,1722,EIGHTY,1931,1082
1083_ninety,ninety,1724,NINETY,1933,1083
1084_hundred,hundred,1634,HUNDRED,1935,1084
1085_twohundred,two hundred,2676,TWO HUNDRED,1937,1085
1086_threehundred,three hundred,,,1939,1086
1087_thousand,thousand,1843,THOUSAND,1941,1087
1088_twothousand,two thousand,,,1943,1088
1089_threethousand,three thousand,,,1945,1089
1090_tenthousand,ten thousand,2078,TEN THOUSAND,1947,1090
1091_twentythousand,twenty thousand,,,1949,1091
1092_hundredthousand,hundred thousand,,,1951,1092
1093_onemillion,one million,,,1953,1093
1094_times,times,,,1959,1094
1095_times,times,,,1961,1095
1096_onebyone,one by one,,,1963,1096
1097_order,order,1128,ORDER,1964,1097
1098_first,first,728,FIRST,1966,1098
1099_second,second,1384,SECOND,1968,1099
1100_third,third,1859,THIRD,1970,1100
1101_last,last,1529,LAST (FINAL),1972,1101
1102_alone,alone,1964,ALONE,1974,1102
1103_all,all,98,ALL,1976,1103
1104_all,all,98,ALL,1977,1104
1105_all,all,98,ALL,1978,1105
1106_completely,completely,,,1979,1106
1107_half,half,816,HALF,1981,1107
1108_onethird,one third,,,1983,1108
1109_aquarter,a quarter,,,1985,1109
1110_both,both,,,1987,1110
1111_measurev,measure (v),1506,MEASURE,1989,1111
1112_scale,scale,,,1990,1112
1113_scale,scale,,,1991,1113
1114_heavy,heavy,1210,HEAVY,1993,1114
1115_light,light,1052,LIGHT (WEIGHT),1995,1115
1116_manymuch,"many, much",1198,MANY,1997,1116
1117_fewlittle,"few, little",1242,FEW,1999,1117
1118_increasev,increase (v),1041,INCREASE,2001,1118
1119_decreasev,decrease (v),2864,DECREASE,2003,1119
1120_ime,"I, me",1209,I,2006,1120
1121_weusplural,"we, us [plural]",1212,WE,2008,1121
1122_weusdual,"we, us [dual]",2634,WE TWO,2009,1122
1123_yousg,you (sg.),1215,THOU,2011,1123
1124_youplural,you [plural],1213,YOU,2013,1124
1125_youtwodual,you two [dual],2111,YOU TWO,2014,1125
1126_hehim,"he, him",1211,HE,2016,1126
1127_sheher,"she, her",1834,SHE,2018,1127
1128_theythemplural,"they, them [plural]",817,THEY,2020,1128
1129_theytwodual,they two [dual],2635,THEY TWO,2021,1129
1130_oneself,oneself,,,2023,1130
1131_this,this,1214,THIS,2025,1131
1132_that,that,78,THAT,2027,1132
1133_this,this,1214,THIS,2029,1133
1134_thatthatoverthere,"that, that... over there",,,2031,1134
1135_thatthe,"that, the",,,2033,1135
1136_likeinthiswaythiskindof,"like, in this way, this kind of",,,2034,1136
1137_thatwaylikethat,"that way, like that",,,2035,1137
1138_thatwaylikethat,"that way, like that",,,2037,1138
1139_here,here,136,HERE,2039,1139
1140_there,there,1937,THERE,2041,1140
1141_there,there,1937,THERE,2043,1141
1142_thiswayhere,"this way, here",,,2045,1142
1143_thatwaythatwaynorththatwayeastthatwaysouth,that way/that way (north)/that way (east)/that way (south),,,2047,1143
1144_thatwaythere,"that way, there",,,2049,1144
1145_who,who,1235,WHO,2051,1145
1146_what,what,1236,WHAT,2053,1146
1147_which,which,727,WHICH,2055,1147
1148_how,how,1239,HOW,2057,1148
1149_where,where,1237,WHERE,2059,1149
1150_where,where,1237,WHERE,2061,1150
1151_why,why,1270,WHY,2063,1151
1152_when,when,1238,WHEN,2065,1152
1153_someday,some day,,,2067,1153
1154_howmany,how many?,822,HOW MANY,2069,1154
1155_howmany,how many?,822,HOW MANY,2070,1155
1156_howlong,how long?,2338,HOW LONG,2071,1156
1157_howbig,how big?,,,2072,1157
